0.019281999,0.238095238,-0.035087716,0.095890411,0.980927736,0.629409523,0.982962913
0.192693137,0.238095238,-0.035087716,0.095890411,0.980927736,0.629409523,0.982962913
0.667004947,0.238095238,-0.035087716,0.095890411,0.980927736,0.629409523,0.982962913
0.05137638,0.238095238,-0.035087716,0.095890411,0.980927736,0.629409523,0.982962913
0.015222631,0.142857143,-0.035087716,0.082191781,0.980448534,0.75,0.933012702
0.155905112,0.142857143,-0.035087716,0.082191781,0.980448534,0.75,0.933012702
0.551186097,0.142857143,-0.035087716,0.082191781,0.980448534,0.75,0.933012702
0.04198909,0.142857143,-0.035087716,0.082191781,0.980448534,0.75,0.933012702
0.016744894,0.238095238,-0.035087716,0.109589041,0.97977765,0.853553391,0.853553391
0.203095268,0.238095238,-0.035087716,0.109589041,0.97977765,0.853553391,0.853553391
0.580616517,0.238095238,-0.035087716,0.109589041,0.97977765,0.853553391,0.853553391
0.055816314,0.238095238,-0.035087716,0.109589041,0.97977765,0.853553391,0.853553391
0.016237473,0.238095238,-0.052631573,0.123287671,0.979490128,0.933012702,0.75
0.176328809,0.238095238,-0.052631573,0.123287671,0.979490128,0.933012702,0.75
0.38094634,0.238095238,-0.052631573,0.123287671,0.979490128,0.933012702,0.75
0.043638209,0.238095238,-0.052631573,0.123287671,0.979490128,0.933012702,0.75
0.011036407,0.238095238,-0.070175431,0.123287671,0.979298447,0.982962913,0.629409523
0.096283141,0.238095238,-0.070175431,0.123287671,0.979298447,0.982962913,0.629409523
0.166560954,0.238095238,-0.070175431,0.123287671,0.979298447,0.982962913,0.629409523
0.030572117,0.238095238,-0.070175431,0.123287671,0.979298447,0.982962913,0.629409523
0.008245592,0.476190476,-0.070175431,0.109589041,0.978244202,1,0.5
0.057972853,0.476190476,-0.070175431,0.109589041,0.978244202,1,0.5
0.085246733,0.476190476,-0.070175431,0.109589041,0.978244202,1,0.5
0.018774578,0.476190476,-0.070175431,0.109589041,0.978244202,1,0.5
0.003171381,0.428571429,-0.070175431,0.136986301,0.978052521,0.982962913,0.370590477
0.03425092,0.428571429,-0.070175431,0.136986301,0.978052521,0.982962913,0.370590477
0.054674616,0.428571429,-0.070175431,0.136986301,0.978052521,0.982962913,0.370590477
0.01205125,0.428571429,-0.070175431,0.136986301,0.978052521,0.982962913,0.370590477
0.002156539,0.333333333,-0.087719289,0.123287671,0.978052521,0.933012702,0.25
0.020931118,0.333333333,-0.087719289,0.123287671,0.978052521,0.933012702,0.25
0.04173538,0.333333333,-0.087719289,0.123287671,0.978052521,0.933012702,0.25
0.008753013,0.333333333,-0.087719289,0.123287671,0.978052521,0.933012702,0.25
